sat,lat,lon,rise_time,set_time,incidence_angle,reward,s,p,i,t,obs,,,,s,p,i,t
smallsat04,1.115089742,-1.99058428,2142.598221,2145.288191,0.466105551,0.00181969,4,12,317,415,1,,,,,,,
smallsat04,1.11700374,-1.875933287,2142.947743,2145.619834,0.127689004,0.436155498,4,8,214,416,1,,,,,,,
smallsat04,1.117010721,-1.875944632,2142.954015,2145.626105,0.127628493,0.436185753,4,8,215,417,1,,,,,,,
smallsat04,1.117775699,-1.92884338,2143.710163,2146.379676,0.160440177,0.006401364,4,9,318,418,1,,,,,,,
smallsat04,1.118308077,-1.883845353,2144.082672,2146.753308,0.085003846,0.024428567,4,8,222,419,1,,,,,,,
smallsat04,1.11910084,-1.917591417,2144.821739,2147.490415,0.099117521,0.029025533,4,8,223,420,1,,,,,,,
smallsat04,1.121781684,-1.857940409,2147.513288,2150.191097,0.223072279,0.003419259,4,10,224,421,1,,,,,,,
smallsat04,1.122114623,-1.90959184,2147.528057,2150.196947,0.054085463,0.004166754,4,8,226,422,1,,,,,,,
smallsat04,1.120682981,-2.002292437,2148.073129,2150.769723,0.509560443,0.002908307,4,13,319,423,1,,,,,,,
smallsat04,1.12542827,-1.925912187,2150.651141,2153.321311,0.139781502,0.430109249,4,9,229,424,1,,,,,,,
smallsat04,1.125641252,-1.935971322,2150.955153,2153.626647,0.192369914,0.018843087,4,9,320,425,1,,,,,,,
smallsat04,1.12662574,-1.936847721,2151.862847,2154.534507,0.196208598,0.401895701,4,9,321,426,1,,,,,,,
smallsat04,1.126606594,-1.9424019,2151.92281,2154.595498,0.224741762,0.025245509,4,10,322,427,1,,,,,,,
smallsat04,1.127233813,-1.920554375,2152.252171,2154.92202,0.110253895,0.444873052,4,8,233,428,1,,,,,,,
smallsat04,1.127226029,-1.972813372,2153.100497,2155.782455,0.372882239,0.002288771,4,11,323,429,1,,,,,,,
smallsat04,1.130732657,-1.908230849,2155.378893,2158.048974,0.042906403,0.003236572,4,7,236,430,1,,,,,,,
smallsat04,1.131664209,-1.94918685,2156.63409,2159.30874,0.254864633,0.008262806,4,10,324,431,1,,,,,,,
smallsat04,1.13214695,-1.93377027,2156.852518,2159.524288,0.177307859,0.002978968,4,9,325,432,1,,,,,,,
smallsat04,1.133942841,-1.800979808,2160.011847,2162.720342,0.48522796,0.001834648,4,13,237,433,1,,,,,,,
smallsat04,1.137684216,-1.915698834,2161.745311,2164.416241,0.078963099,0.006353927,4,8,239,434,1,,,,,,,
smallsat04,1.142832466,-1.899701163,2166.400904,2169.072907,0.007798312,0.005132659,4,7,242,435,1,,,,,,,
smallsat04,1.142880341,-1.927095171,2166.561013,2169.233217,0.134809652,0.432595174,4,9,243,436,1,,,,,,,
smallsat04,1.144092123,-1.928292467,2167.675942,2170.348427,0.140173073,0.429913464,4,9,245,437,1,,,,,,,
smallsat04,1.143769167,-1.964840761,2167.948754,2170.628713,0.319284461,0.004777715,4,11,326,438,1,,,,,,,
smallsat04,1.147038064,-1.935240448,2170.431881,2173.105531,0.173144363,0.413427819,4,9,327,439,1,,,,,,,
smallsat04,1.147064244,-1.935868068,2170.463022,2173.136765,0.176263568,0.411868216,4,9,328,440,1,,,,,,,
smallsat04,1.149118322,-1.94026368,2172.388503,2175.063023,0.196892438,0.401553781,4,9,329,441,1,,,,,,,
smallsat04,1.151272302,-1.962813735,2174.729328,2177.409057,0.302719975,0.005259583,4,10,330,442,1,,,,,,,
smallsat04,1.152702495,-1.941501782,2175.668766,2178.343948,0.199965241,0.028103088,4,9,331,443,1,,,,,,,
smallsat04,1.155618102,-1.983721872,2179.180124,2181.867171,0.391751986,0.020917446,4,11,332,444,1,,,,,,,
smallsat04,1.158230145,-1.803052387,2182.074422,2184.782278,0.461566135,0.002531716,4,12,258,445,1,,,,,,,
smallsat04,1.164281952,-1.79881759,2187.731196,2190.441844,0.474315117,0.006869124,4,12,262,446,1,,,,,,,
smallsat00,0.717969986,1.187447323,2188.06415,2190.577471,0.452260672,0.273869664,0,12,333,447,1,,,,,,,
smallsat04,1.168479992,-1.977670484,2190.709026,2193.394395,0.351990094,0.003011518,4,11,334,448,1,,,,,,,
smallsat00,0.713292521,1.183280367,2192.186726,2194.703914,0.482997825,0.047261064,0,13,335,449,1,,,,,,,
smallsat00,0.708649928,1.177977341,2196.239524,2198.76258,0.521177089,0.239411455,0,13,336,450,1,,,,,,,
smallsat04,1.176800116,-1.975426113,2198.21843,2200.903435,0.333722442,0.002377278,4,11,337,451,1,,,,,,,
smallsat04,1.189851305,-2.034877246,2211.957344,2214.667839,0.54549624,0.002247673,4,13,338,452,1,,,,,,,
smallsat04,1.2061021,-1.919044054,2224.147868,2226.827065,0.062000612,0.011249739,4,8,264,453,1,,,,,,,
smallsat04,1.207663594,-1.844484566,2226.100467,2228.79206,0.264554065,0.002872162,4,10,265,454,1,,,,,,,
smallsat04,1.208720024,-1.889168066,2226.547105,2229.228539,0.071976752,0.003855318,4,8,266,455,1,,,,,,,
smallsat04,1.21182294,-1.851188184,2229.780727,2232.470563,0.235231331,0.382384334,4,10,268,456,1,,,,,,,
smallsat04,1.211907624,-1.852756571,2229.832921,2232.52231,0.228652254,0.014504937,4,10,269,457,1,,,,,,,
smallsat04,1.211821021,-1.846780704,2229.853455,2232.544627,0.253492559,0.37325372,4,10,267,458,1,,,,,,,
smallsat04,1.212324373,-1.821445155,2230.853398,2233.553935,0.354584119,0.32270794,4,11,270,459,1,,,,,,,
smallsat04,1.213409811,-1.866043396,2231.021115,2233.707299,0.172217776,0.006729594,4,9,271,460,1,,,,,,,
smallsat04,1.217533448,-1.896554754,2234.564445,2237.246082,0.040887095,0.003933322,4,7,274,461,1,,,,,,,
smallsat04,1.217166144,-1.818464936,2235.344414,2238.046407,0.363084776,0.003514286,4,11,272,462,1,,,,,,,
smallsat04,1.217870698,-1.803307222,2236.41183,2239.120767,0.418644418,0.002358753,4,12,273,463,1,,,,,,,
smallsat04,1.220484573,-1.960067582,2237.670222,2240.354314,0.227778868,0.0039947,4,10,277,464,1,,,,,,,
smallsat04,1.221344794,-1.892704505,2238.056674,2240.739204,0.05876209,0.005323014,4,8,275,465,1,,,,,,,
smallsat04,1.221933423,-1.870574812,2238.752621,2241.438729,0.151806955,0.007218123,4,9,276,466,1,,,,,,,
smallsat04,1.226202883,-1.858642677,2242.795128,2245.484311,0.200207651,0.002747553,4,9,278,467,1,,,,,,,
smallsat04,1.236403686,-1.891461516,2251.811017,2254.495371,0.064783977,0.00371499,4,8,279,468,1,,,,,,,
smallsat04,1.237044484,-1.958532128,2252.730739,2255.415897,0.207462045,0.003926233,4,9,280,469,1,,,,,,,
smallsat04,1.241908001,-1.847104532,2257.308505,2260.002101,0.240235294,0.007799998,4,10,281,470,1,,,,,,,
smallsat00,0.416281098,1.195383335,2460.027331,2462.49095,0.265643396,0.367178302,0,10,339,471,1,,,,,,,
smallsat00,0.415985788,1.194788003,2460.28778,2462.751811,0.271774865,0.364112567,0,10,340,472,1,,,,,,,
smallsat00,0.414235747,1.196146393,2461.871927,2464.334944,0.256230566,0.371884717,0,10,341,473,1,,,,,,,
smallsat03,0.628636024,-2.002503622,2837.339811,2839.90477,0.489082226,0.016975637,3,13,342,474,1,,,,,,,
smallsat03,0.644718255,-1.945784296,2851.285905,2853.826069,0.05205483,0.003815479,3,8,343,475,1,,,,,,,
smallsat03,0.64672233,-1.94248688,2853.105717,2855.646895,0.08585296,0.45707352,3,8,344,476,1,,,,,,,
smallsat03,0.652145312,-1.932545869,2858.063806,2860.609267,0.186131231,0.003765228,3,9,345,477,1,,,,,,,
smallsat03,0.680423887,-1.974440072,2883.629992,2886.175127,0.202768307,0.014450929,3,9,346,478,1,,,,,,,
smallsat04,1.208235591,1.131737111,2888.524601,2891.236614,0.244456708,0.377771646,4,10,347,479,1,,,,,,,
smallsat03,0.70439094,-1.952885814,2905.190372,2907.734645,0.019940269,0.036348416,3,7,348,480,1,,,,,,,
smallsat03,0.712982742,-1.983759083,2913.130968,2915.681323,0.261820235,0.003766931,3,10,349,481,1,,,,,,,
smallsat03,0.714363053,-1.977589413,2914.309432,2916.85717,0.20553193,0.020560569,3,9,350,482,1,,,,,,,
smallsat03,0.71411307,-1.909747488,2914.436304,2917.005536,0.409118986,0.002492336,3,12,287,483,1,,,,,,,
smallsat03,0.7184562,-1.974179162,2917.976328,2920.523312,0.171330422,0.007845015,3,9,351,484,1,,,,,,,
smallsat03,0.722748121,-1.969276812,2921.819877,2924.36593,0.123234618,0.199371262,3,8,352,485,1,,,,,,,
smallsat04,1.165620584,1.217464543,2927.763961,2930.463711,0.159036355,0.420481823,4,9,289,486,1,,,,,,,
smallsat04,1.165684289,1.206233698,2927.805923,2930.504792,0.104513568,0.447743216,4,8,288,487,1,,,,,,,
smallsat04,1.162425934,1.21119916,2930.740218,2933.439275,0.130733618,0.434633191,4,8,290,488,1,,,,,,,
smallsat03,0.735152805,-1.94286052,2933.038325,2935.587856,0.129940156,0.008160001,3,8,353,489,1,,,,,,,
smallsat03,0.746635483,-1.970017844,2943.410724,2945.95857,0.112923813,0.005892551,3,8,354,490,1,,,,,,,
smallsat03,0.765457515,-1.930179272,2960.580174,2963.138814,0.254063313,0.002638378,3,10,291,491,1,,,,,,,
smallsat03,0.775316793,-1.925897875,2969.565932,2972.128327,0.292707747,0.37323116,3,10,292,492,1,,,,,,,
smallsat03,0.776041977,-1.929121672,2970.176534,2972.736915,0.266325282,0.366837359,3,10,293,493,1,,,,,,,
smallsat03,0.777793066,-1.926576424,2971.798119,2974.360315,0.287804263,0.027803521,3,10,294,494,1,,,,,,,
smallsat03,0.814145464,-1.949995287,3004.475083,3007.029936,0.105798515,0.003608103,3,8,355,495,1,,,,,,,
smallsat03,0.832106229,-1.993729607,3020.903288,3023.462072,0.25097287,0.040973031,3,10,356,496,1,,,,,,,
smallsat03,0.835254715,-1.99176887,3023.724653,3026.282858,0.233001446,0.383744717,3,10,357,497,1,,,,,,,
smallsat03,0.837755597,-1.991924379,3025.988149,3028.546495,0.23228363,0.383858185,3,10,358,498,1,,,,,,,
smallsat03,0.838212001,-1.992267859,3026.40521,3028.963694,0.234727087,0.382636456,3,10,359,499,1,,,,,,,
smallsat03,0.840642198,-2.030319004,3029.403042,3031.985738,0.506139719,0.24693014,3,13,360,500,1,,,,,,,
smallsat03,0.842720187,-2.033736184,3031.382414,3033.968379,0.525781067,0.237109466,3,13,361,501,1,,,,,,,
smallsat03,0.844938884,-2.01260098,3032.83372,3035.40238,0.382571535,0.003371365,3,11,362,502,1,,,,,,,
smallsat03,0.934126413,-1.963606499,3113.099876,3115.662383,0.048086341,0.003829866,3,8,295,503,1,,,,,,,
smallsat03,0.952373883,-1.91716032,3130.247417,3132.831782,0.374633389,0.00723028,3,11,296,504,1,,,,,,,
smallsat03,0.957200538,-1.914531523,3134.689478,3137.276058,0.390611879,0.00886355,3,11,297,505,1,,,,,,,
smallsat03,0.959226744,-1.959113899,3135.872792,3138.438237,0.090384485,0.007245997,3,8,298,506,1,,,,,,,
smallsat03,0.96353083,-1.975749068,3139.744224,3142.307848,0.026888299,0.004480531,3,7,363,507,1,,,,,,,
smallsat03,0.965285096,-2.003173567,3141.534372,3144.101373,0.217985853,0.03092892,3,9,364,508,1,,,,,,,
smallsat03,0.970203852,-1.928868041,3146.186464,3148.764691,0.299398704,0.002946262,3,10,299,509,1,,,,,,,
smallsat03,0.974183116,-1.891493316,3150.773982,3153.38097,0.519548777,0.0087101,3,13,300,510,1,,,,,,,
smallsat03,0.974437358,-1.893065771,3150.951861,3153.557348,0.51107865,0.013486244,3,13,301,511,1,,,,,,,
smallsat03,0.976079137,-2.013946332,3151.469232,3154.03996,0.280926277,0.006081446,3,10,365,512,1,,,,,,,
smallsat03,0.979747854,-1.987330061,3154.485317,3157.050342,0.099265345,0.003038478,3,8,366,513,1,,,,,,,
smallsat03,0.980050965,-1.888530218,3156.20326,3158.813256,0.533302308,0.006640486,3,13,109,514,1,,,,,,,
smallsat03,0.984448252,-1.909886591,3159.537941,3162.129548,0.414863926,0.004056943,3,12,302,515,1,,,,,,,
smallsat03,0.985781143,-1.928958414,3160.321443,3162.900747,0.2988723,0.002721544,3,10,303,516,1,,,,,,,
smallsat03,0.986129859,-1.999063212,3160.364811,3162.931659,0.175014049,0.003398942,3,9,367,517,1,,,,,,,
smallsat03,0.988110878,-1.89232343,3163.389412,3165.995913,0.511077347,0.006013423,3,13,116,518,1,,,,,,,
smallsat04,0.879827754,1.202422772,3188.274049,3190.953096,0.282815309,0.034014875,4,10,304,519,1,,,,,,,
smallsat03,1.023266242,-1.949597404,3194.045309,3196.618518,0.17024574,0.036866812,3,9,305,520,1,,,,,,,
smallsat03,1.023478649,-1.944042004,3194.302637,3196.877804,0.205255659,0.003857159,3,9,306,521,1,,,,,,,
smallsat03,1.02458695,-1.940815064,3195.351918,3197.928365,0.225407034,0.194390043,3,10,307,522,1,,,,,,,
smallsat03,1.028662818,-1.888286675,3200.34269,3202.953246,0.517489836,0.001786413,3,13,141,523,1,,,,,,,
smallsat03,1.035798457,-1.884467947,3206.957277,3209.571207,0.532934495,0.233532753,3,13,152,524,1,,,,,,,
smallsat03,1.04398145,-1.909911235,3213.586756,3216.180852,0.401730984,0.007501097,3,12,308,525,1,,,,,,,
smallsat03,1.050650511,-2.01468609,3219.015038,3221.587899,0.225987001,0.387316105,3,10,368,526,1,,,,,,,
smallsat03,1.052778067,-2.009910171,3220.879269,3223.45107,0.196096608,0.401951696,3,9,369,527,1,,,,,,,
smallsat03,1.053376191,-2.01164049,3221.443249,3224.015495,0.205906318,0.014644146,3,9,370,528,1,,,,,,,
smallsat03,1.056845068,-1.928817723,3224.83867,3227.422528,0.295284917,0.005384493,3,10,309,529,1,,,,,,,
smallsat03,1.058709725,-2.051088492,3227.080263,3229.667104,0.419822379,0.010842166,3,12,371,530,1,,,,,,,
smallsat03,1.063518474,-1.925192849,3230.970275,3233.556258,0.314558366,0.005032056,3,11,310,531,1,,,,,,,
smallsat03,1.063563905,-2.049537889,3231.427856,3234.013641,0.40705946,0.006590534,3,12,372,532,1,,,,,,,
smallsat03,1.066400711,-2.04184254,3233.798162,3236.380238,0.364329211,0.317835394,3,11,373,533,1,,,,,,,
smallsat03,1.066547842,-2.044173951,3233.988122,3236.571281,0.37642206,0.31178897,3,11,374,534,1,,,,,,,
smallsat03,1.070091506,-2.052805913,3237.42132,3240.00845,0.417072804,0.51947149,3,12,375,535,1,,,,,,,
smallsat03,1.07135762,-1.934661121,3237.912987,3240.494974,0.260923495,0.003367233,3,10,311,536,1,,,,,,,
smallsat03,1.076282748,-1.919153155,3242.692352,3245.28206,0.34445521,0.018906786,3,11,312,537,1,,,,,,,
smallsat03,1.07850038,-1.883319346,3245.761601,3248.375644,0.518318343,0.001606087,3,13,177,538,1,,,,,,,
smallsat03,1.082208228,-1.92985951,3247.852508,3250.437169,0.286111765,0.002435073,3,10,313,539,1,,,,,,,
smallsat03,1.084190712,-2.080159761,3251.051269,3253.653493,0.52978343,0.002006728,3,13,376,540,1,,,,,,,
smallsat03,1.087732439,-1.879319627,3254.288274,3256.905273,0.53102238,0.002102114,3,13,186,541,1,,,,,,,
smallsat03,1.096234758,-2.024134692,3260.462657,3263.039414,0.243450797,0.010942475,3,10,377,542,1,,,,,,,
smallsat03,1.097608332,-1.893040376,3262.774933,3265.381225,0.464955667,0.009207043,3,12,196,543,1,,,,,,,
smallsat03,1.100130141,-1.974723269,3263.661573,3266.234828,0.035830716,0.005467161,3,7,314,544,1,,,,,,,
smallsat03,1.100781079,-2.01986134,3264.519428,3267.094908,0.216650664,0.391674668,3,9,378,545,1,,,,,,,
smallsat03,1.101272302,-2.044347664,3265.418195,3268.000638,0.344010424,0.036733011,3,11,379,546,1,,,,,,,
smallsat03,1.102997124,-2.052361116,3267.174051,3269.759793,0.381784812,0.309107594,3,11,380,547,1,,,,,,,
smallsat03,1.102787492,-2.063251884,3267.286228,3269.877014,0.433645152,0.003408323,3,12,381,548,1,,,,,,,
smallsat03,1.104565407,-1.959140498,3267.769149,3270.345315,0.124353539,0.00307527,3,8,315,549,1,,,,,,,
smallsat03,1.103964734,-2.055415268,3268.129737,3270.716639,0.395509833,0.302245084,3,12,382,550,1,,,,,,,
smallsat03,1.104987846,-2.058044432,3269.126607,3271.714741,0.406961363,0.296519319,3,12,383,551,1,,,,,,,
smallsat03,1.10453249,-1.88017339,3269.503164,3272.118765,0.517955875,0.241022063,3,13,201,552,1,,,,,,,
smallsat03,1.105340246,-1.894672015,3269.742611,3272.347708,0.45379655,0.004178092,3,12,202,553,1,,,,,,,
smallsat03,1.106768431,-2.063166275,3270.882873,3273.473262,0.429003048,0.285498476,3,12,384,554,1,,,,,,,
smallsat03,1.106768431,-2.063176747,3270.883181,3273.473574,0.429051406,0.285474297,3,12,385,555,1,,,,,,,
smallsat03,1.108479831,-2.024661083,3271.568423,3274.145051,0.236235178,0.003537759,3,10,386,556,1,,,,,,,
smallsat03,1.108119805,-1.893336803,3272.308282,3274.914241,0.458492623,0.002929374,3,12,204,557,1,,,,,,,
smallsat03,1.112206685,-1.93549106,3275.000708,3277.584499,0.251709848,0.003967933,3,10,316,558,1,,,,,,,
smallsat03,1.112426649,-1.921072022,3275.476792,3278.06677,0.325354127,0.003022863,3,11,209,559,1,,,,,,,
smallsat03,1.113947407,-2.043435119,3276.872354,3279.454418,0.327365448,0.009036397,3,11,387,560,1,,,,,,,
smallsat03,1.115089742,-1.99058428,3277.248195,3279.821488,0.050869087,0.003234955,3,8,317,561,1,,,,,,,
smallsat03,1.11512875,-1.904621561,3278.33688,3280.935669,0.403616297,0.003321658,3,12,211,562,1,,,,,,,
smallsat03,1.116409927,-2.015800745,3278.635883,3281.210978,0.18326843,0.004705463,3,9,388,563,1,,,,,,,
smallsat03,1.115346864,-2.069415077,3278.825896,3281.418849,0.448110114,0.004689592,3,12,389,564,1,,,,,,,
smallsat03,1.117775699,-1.92884338,3280.177515,3282.764187,0.284784584,0.005453279,3,10,318,565,1,,,,,,,
smallsat03,1.11700374,-1.875933287,3280.97774,3283.595987,0.528143044,0.235928478,3,13,214,566,1,,,,,,,
smallsat03,1.117010721,-1.875944632,3280.983645,3283.601883,0.528092376,0.235953812,3,13,215,567,1,,,,,,,
smallsat03,1.118815793,-2.028745276,3281.000829,3283.578528,0.248991239,0.00347667,3,10,390,568,1,,,,,,,
smallsat03,1.11910084,-1.917591417,3281.616628,3284.20849,0.340222543,0.02125737,3,11,223,569,1,,,,,,,
smallsat03,1.118308077,-1.883845353,3281.873338,3284.485623,0.494402466,0.013498443,3,13,222,570,1,,,,,,,
smallsat03,1.120682981,-2.002292437,3282.383384,3284.957269,0.108133983,0.005288765,3,8,319,571,1,,,,,,,
smallsat03,1.122114623,-1.90959184,3284.548353,3287.144426,0.377352065,0.002742764,3,11,226,572,1,,,,,,,
smallsat03,1.123280642,-2.045035009,3285.357894,3287.940259,0.326367533,0.005872503,3,11,391,573,1,,,,,,,
smallsat03,1.12542827,-1.925912187,3287.185833,3289.774076,0.297587562,0.351206219,3,10,229,574,1,,,,,,,
smallsat03,1.125641252,-1.935971322,3287.196808,3289.781063,0.247166767,0.017564603,3,10,320,575,1,,,,,,,
smallsat03,1.126606594,-1.9424019,3287.975802,3290.557831,0.214189521,0.025589132,3,9,322,576,1,,,,,,,
smallsat03,1.12662574,-1.936847721,3288.077,3290.660927,0.242569711,0.378715145,3,10,321,577,1,,,,,,,
smallsat03,1.127226029,-1.972813372,3288.271157,3290.84633,0.054102447,0.003452211,3,8,323,578,1,,,,,,,
smallsat03,1.127233813,-1.920554375,3288.937641,3291.528285,0.323294657,0.338352671,3,11,233,579,1,,,,,,,
smallsat03,1.130732657,-1.908230849,3292.410081,3295.006965,0.380272698,0.002095711,3,11,236,580,1,,,,,,,
smallsat03,1.131664209,-1.94918685,3292.482651,3295.062948,0.179880646,0.009094304,3,9,324,581,1,,,,,,,
smallsat03,1.1313323,-2.056616002,3292.920062,3295.506427,0.373329238,0.008039768,3,11,392,582,1,,,,,,,
smallsat03,1.13214695,-1.93377027,3293.143822,3295.729112,0.25734885,0.00268914,3,10,325,583,1,,,,,,,
smallsat03,1.137684216,-1.915698834,3298.539346,3301.132499,0.342703764,0.004534468,3,11,239,584,1,,,,,,,
smallsat03,1.13842736,-2.062870093,3299.502853,3302.09156,0.394075549,0.019202352,3,12,393,585,1,,,,,,,
smallsat03,1.142880341,-1.927095171,3303.016348,3305.604613,0.287144463,0.356427768,3,10,243,586,1,,,,,,,
smallsat03,1.143769167,-1.964840761,3303.337203,3305.914579,0.098857629,0.006324818,3,8,326,587,1,,,,,,,
smallsat03,1.142832466,-1.899701163,3303.630879,3306.2324,0.412613068,0.003038553,3,12,242,588,1,,,,,,,
smallsat03,1.144092123,-1.928292467,3304.094289,3306.682122,0.281068747,0.359465627,3,10,245,589,1,,,,,,,
smallsat03,1.144385652,-2.056033324,3304.71723,3307.303084,0.357119994,0.003638487,3,11,394,590,1,,,,,,,
smallsat03,1.147038064,-1.935240448,3306.64755,3309.232911,0.246946784,0.376526608,3,10,327,591,1,,,,,,,
smallsat03,1.147064244,-1.935868068,3306.661028,3309.246173,0.243904541,0.37804773,3,10,328,592,1,,,,,,,
smallsat03,1.149118322,-1.94026368,3308.458855,3311.042609,0.222745447,0.388627276,3,10,329,593,1,,,,,,,
smallsat03,1.151272302,-1.962813735,3310.16744,3312.745631,0.110304386,0.006710974,3,8,330,594,1,,,,,,,
smallsat03,1.152702495,-1.941501782,3311.697234,3314.280773,0.215565807,0.027555081,3,9,331,595,1,,,,,,,
smallsat03,1.155618102,-1.983721872,3314.0366,3316.612352,0.00655438,0.034164264,3,7,332,596,1,,,,,,,
smallsat03,1.168479992,-1.977670484,3325.728219,3328.305187,0.040756603,0.004457924,3,7,334,597,1,,,,,,,
smallsat03,1.176800116,-1.975426113,3333.293724,3335.87138,0.051728204,0.003383434,3,8,337,598,1,,,,,,,
smallsat04,0.717969986,1.187447323,3335.528223,3338.189494,0.29449166,0.35275417,4,10,333,599,1,,,,,,,
smallsat04,0.715489524,1.157399036,3338.017161,3340.670653,0.021961898,0.489019051,4,7,395,600,1,,,,,,,
smallsat04,0.715213413,1.151918004,3338.266543,3340.920526,0.030260879,0.484869561,4,7,396,601,1,,,,,,,
smallsat04,0.71516402,1.161519235,3338.304731,3340.958179,0.061007652,0.469496174,4,8,397,602,1,,,,,,,
smallsat04,0.714758231,1.162293114,3338.670846,3341.324282,0.068391378,0.465804311,4,8,398,603,1,,,,,,,
smallsat04,0.714556994,1.164813195,3338.843851,3341.497467,0.092148326,0.453925837,4,8,399,604,1,,,,,,,
smallsat04,0.713292521,1.183280367,3339.830678,3342.489552,0.261898352,0.067472578,4,10,335,605,1,,,,,,,
smallsat04,0.71244183,1.173781744,3340.705521,3343.36067,0.177039127,0.411480437,4,9,400,606,1,,,,,,,
smallsat04,0.712296618,1.174958794,3340.826846,3343.482333,0.18795903,0.406020485,4,9,401,607,1,,,,,,,
smallsat04,0.710749733,1.17596166,3342.221409,3344.877139,0.198502416,0.400748792,4,9,402,608,1,,,,,,,
smallsat04,0.708649928,1.177977341,3344.106782,3346.762974,0.218190986,0.390904507,4,10,336,609,1,,,,,,,
smallsat03,1.189851305,-2.034877246,3345.4896,3348.06956,0.219563446,0.003859519,3,10,338,610,1,,,,,,,
smallsat03,1.19921545,-2.089122306,3355.211034,3357.806261,0.431949745,0.008060065,3,12,403,611,1,,,,,,,
smallsat03,1.2061021,-1.919044054,3360.611344,3363.203782,0.299241044,0.008404436,3,10,264,612,1,,,,,,,
smallsat03,1.208720024,-1.889168066,3363.742182,3366.347209,0.414178571,0.002433697,3,12,266,613,1,,,,,,,
smallsat03,1.213409811,-1.866043396,3368.757903,3371.37482,0.492486229,0.004125918,3,13,271,614,1,,,,,,,
smallsat03,1.217533448,-1.896554754,3371.529838,3374.131078,0.380418774,0.002540903,3,11,274,615,1,,,,,,,
smallsat03,1.220484573,-1.960067582,3373.085133,3375.667088,0.124814585,0.004527334,3,8,277,616,1,,,,,,,
smallsat03,1.221344794,-1.892704505,3375.094528,3377.697351,0.391956325,0.00343869,3,11,275,617,1,,,,,,,
smallsat03,1.221933423,-1.870574812,3376.320106,3378.933661,0.469531383,0.004514288,3,12,276,618,1,,,,,,,
smallsat03,1.226202883,-1.858642677,3380.617328,3383.236978,0.505065089,0.001700266,3,13,278,619,1,,,,,,,
smallsat03,1.237044484,-1.958532128,3388.150928,3390.733766,0.129275079,0.004313571,3,8,280,620,1,,,,,,,
smallsat03,1.236403686,-1.891461516,3388.791568,3391.394161,0.385175374,0.002442288,3,11,279,621,1,,,,,,,
smallsat03,1.241908001,-1.847104532,3395.272253,3397.896216,0.525022741,0.004876275,3,13,281,622,1,,,,,,,
